V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,consent,Instructions,E2_SH_FLAT_FORW,E2_SH_FLAT_BACK,E2_TH_FLAT_FORW,E2_TH_FLAT_BACK,E2_SH_PUSH_FORW,E2_SH_PUSH_BACK,E2_TH_PUSH_FORW,E2_TWO_PUSH_BACK,VideoCompletion,VideoNTimes,VideoIssues,OpenEnded,GestureNotice,MathQuestion,TransitionPerson,Likeability,Approachability,Warm,Friendly,TransitionAQ,AQ1_face,AQ2_face,age,gender,handedness,language,ThankYou,DO-BR-FL_10,LocationLatitude,LocationLongitude,LocationAccuracy,
ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,CONSENT   This study investigates language and perception. You will be asked to look at a picture...,"INSTRUCTIONS   On the next screen, you will see a video of a person. Please make sure that your a...",Response:,Response:,Response:,Response:,Response:,Response:,Response:,Response:,Were you able to view the video completely?,"If you were able to view the video, how many times did you view it?",Were there any video or audio issues that you were aware of?,"Any observations, thoughts, ideas you want to share with us about the person you just saw or the...",Did you notice the person's gestures?,What is 9 + 4?,The next four questions are about the person in the video:,The person in the video is likeable.  ,The person in the video is approachable.,The person in the video is warm.,The person in the video is friendly.,The next two questions are about yourself:,I find it easy to work out what someone is thinking or feeling just by looking at their face.,I find it difficult to work out people’s intentions.,What is your age?,What is your gender?,Are you left or right-handed?,What is your native language / your native languages?   Your native language(s) is what you spoke...,You completed our survey! Please follow the link below to retrieve the access code for this HIT:...,Display Order: Block Randomizer FL_10,LocationLatitude,LocationLongitude,LocationAccuracy,
R_1LTAOdVlzkhjGzL,Default Response Set,Anonymous,,,184.102.140.159,0,2019-07-04 09:58:09,2019-07-04 10:05:34,1,1,1,,,,Monday,,,,,Yes,1,no,"I prefer the answer Wed, but I have learned that is not how people see it.",Definitely yes,13,1,strongly agree,strongly agree,strongly agree,strongly agree,1,strongly agree,strongly disagree,50,female,left-handed,English,1,E2_TH_FLAT_BACK,38.527206420898,-93.526901245117,-1,
R_Y66vCy7L3Ktb2i5,Default Response Set,Anonymous,,,199.116.118.189,0,2019-07-04 10:02:07,2019-07-04 10:06:55,1,1,1,,,,,,TWO DAYS,,,Yes,1,NONE,I CAN BARELY MAKE MEANING OF WHAT HE SAID.,Definitely yes,13,1,slightly disagree,slightly disagree,slightly disagree,slightly disagree,1,slightly agree,slightly disagree,38,male,right-handed,ENGLISH,1,E2_SH_PUSH_BACK,37.388107299805,-121.87559509277,-1,
R_3MtzY4ophPDokbk,Default Response Set,Anonymous,,,162.243.246.160,0,2019-07-04 10:07:54,2019-07-04 10:10:10,1,1,1,,,Friday,,,,,,Yes,yes,no ,no,Probably not,11,1,slightly agree,strongly agree,strongly agree,slightly agree,1,slightly agree,slightly disagree,32,male,right-handed,English ,1,E2_TH_FLAT_FORW,40.730804443359,-73.997497558594,-1,
R_QbqopV2vSueNpL3,Default Response Set,Anonymous,,,38.132.116.168,0,2019-07-04 10:07:40,2019-07-04 10:14:05,1,1,1,,,,,,,NEXT PURCHASE MEETING HAS BEEN MOVED FORWARD TODAY,,Yes,3,NO,NICE,Definitely yes,13,1,strongly agree,strongly agree,strongly disagree,slightly agree,1,slightly agree,strongly disagree,31,male,right-handed,ENGLISH,1,E2_TH_PUSH_FORW,37.751007080078,-97.821998596191,-1,
R_2SAFkoWxXsxSQuj,Default Response Set,Anonymous,,,107.202.124.147,0,2019-07-04 10:10:49,2019-07-04 10:14:58,1,1,1,,,saturday,,,,,,Yes,once,no,he had an accent,Definitely yes,13,1,slightly agree,slightly agree,slightly disagree,slightly disagree,1,,slightly disagree,67,female,right-handed,English,1,E2_TH_FLAT_FORW,26.639602661133,-80.082702636719,-1,
R_OCoym2bu4t2kFsl,Default Response Set,Anonymous,,,184.54.32.240,0,2019-07-04 10:14:59,2019-07-04 10:16:48,1,1,1,,,,,,,,friday,Yes,3,no,Talked pretty fast,Definitely yes,13,1,slightly agree,strongly agree,slightly agree,slightly agree,1,slightly agree,slightly agree,19,male,right-handed,English ,1,E2_TWO_PUSH_BACK,39.235107421875,-84.458198547363,-1,
R_3eqKhBp3Dacth8P,Default Response Set,Anonymous,,,24.225.125.42,0,2019-07-04 10:25:58,2019-07-04 10:28:28,1,1,1,,,,,Monday,,,,Yes,1,No.,No.,Definitely yes,13,1,slightly disagree,slightly agree,slightly disagree,slightly disagree,1,slightly agree,strongly disagree,41,male,right-handed,English,1,E2_SH_PUSH_FORW,48.119094848633,-96.181098937988,-1,
R_2fdrubHXW5uNvJt,Default Response Set,Anonymous,,,68.106.254.178,0,2019-07-04 10:59:55,2019-07-04 11:03:10,1,1,1,,Friday,,,,,,,Yes,2,None,He was hard to understand.,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly agree,slightly disagree,52,female,right-handed,English,1,E2_SH_FLAT_BACK,31.54020690918,-110.26699829102,-1,
R_1otXninZPDz5QbQ,Default Response Set,Anonymous,,,70.104.139.190,0,2019-07-04 07:50:33,2019-07-04 07:52:15,0,1,1,,,,,,,,Monday,Yes,2,No issues.,Even with the gestures I'm not always sure what people mean when they want to move something forward.,Definitely yes,13,1,slightly agree,slightly disagree,slightly disagree,slightly disagree,1,slightly agree,slightly disagree,35,female,right-handed,English,,E2_TWO_PUSH_BACK,,,-1,
R_1pnA9NzGthjIMn5,Default Response Set,Anonymous,,,100.19.73.209,0,2019-07-04 07:50:42,2019-07-04 07:52:06,0,1,1,,Monday,,,,,,,Yes,2,no,Spoke a little fast,Probably yes,13,1,slightly agree,slightly disagree,slightly disagree,slightly disagree,1,slightly agree,slightly disagree,26,male,right-handed,English,,E2_SH_FLAT_BACK,,,-1,
R_aaukgKjU56sAuAh,Default Response Set,Anonymous,,,70.185.107.87,0,2019-07-04 07:50:33,2019-07-04 07:52:36,0,1,1,,,,Friday,,,,,Yes,1,No,No.,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly agree,slightly disagree,37,female,right-handed,English,,E2_TH_FLAT_BACK,,,-1,
R_2D1QUMwRHhiHYI1,Default Response Set,Anonymous,,,73.79.166.153,0,2019-07-04 07:51:17,2019-07-04 07:53:05,0,1,1,,,Friday,,,,,,Yes,1,no,no,Probably yes,13,1,slightly agree,strongly agree,strongly agree,strongly agree,1,slightly agree,slightly disagree,36,female,left-handed,English,,E2_TH_FLAT_FORW,,,-1,
R_2B34gWwHCkxisZX,Default Response Set,Anonymous,,,24.46.122.197,0,2019-07-04 07:52:05,2019-07-04 07:53:23,0,1,1,,,,,,,,Friday,Yes,3,No,,Definitely yes,13,1,strongly agree,slightly disagree,strongly disagree,slightly agree,1,strongly agree,strongly disagree,40,female,right-handed,English,,E2_TWO_PUSH_BACK,,,-1,
R_30uVP8ilaydjZJH,Default Response Set,Anonymous,,,96.255.81.105,0,2019-07-04 07:52:16,2019-07-04 07:53:25,0,1,1,,,,Friday,,,,,Yes,2,No,He seemed intelligent,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,strongly agree,1,strongly agree,strongly disagree,31,male,right-handed,English,,E2_TH_FLAT_BACK,,,-1,
R_3KAqxvxviCztwIj,Default Response Set,Anonymous,,,23.119.201.59,0,2019-07-04 07:51:42,2019-07-04 07:54:09,0,1,1,,Monday,,,,,,,Yes,1,no,"wow, he talks fast",Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly agree,slightly disagree,39,female,right-handed,English,,E2_SH_FLAT_BACK,,,-1,
R_2tMCqa7WoRKungT,Default Response Set,Anonymous,,,66.55.156.251,0,2019-07-04 07:55:11,2019-07-04 07:56:11,0,1,1,,,,,Friday,,,,Yes,1,No,No,Definitely yes,13,1,strongly agree,slightly disagree,slightly disagree,strongly disagree,1,slightly disagree,slightly disagree,29,female,right-handed,English,,E2_SH_PUSH_FORW,,,-1,
R_yPm5oBMJazLYS7D,Default Response Set,Anonymous,,,172.98.93.163,0,2019-07-04 07:56:38,2019-07-04 07:57:23,0,1,1,,,Friday,,,,,,Yes,1,No,,Definitely yes,13,1,slightly agree,slightly disagree,slightly agree,slightly disagree,1,slightly agree,strongly disagree,25,male,right-handed,English,,E2_TH_FLAT_FORW,,,-1,
R_3WYaCo1HYd0s0dX,Default Response Set,Anonymous,,,45.35.132.211,0,2019-07-04 07:53:26,2019-07-04 07:57:04,0,1,1,,,good one,,,,,,Yes,1,nothing,good one,Probably not,13,1,slightly agree,strongly disagree,slightly agree,slightly agree,1,strongly disagree,slightly agree,30,male,right-handed,english,,E2_TH_FLAT_FORW,,,-1,
R_1eL7kdZi1QOscVf,Default Response Set,Anonymous,,,97.103.236.162,0,2019-07-04 07:57:48,2019-07-04 07:58:11,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,E2_TH_FLAT_BACK,,,-1,
R_11hlOFzwpiTtAuB,Default Response Set,Anonymous,,,110.227.239.234,0,2019-07-04 07:57:01,2019-07-04 07:59:40,0,1,1,FORWARD,,,,,,,,Maybe,3,NONE,I CAN'T UNDERSTAND HIM THOUGHTS OR IDEA,Probably yes,13,1,slightly disagree,slightly agree,slightly disagree,slightly disagree,1,slightly agree,slightly agree,31,male,right-handed,ENGLISH,,E2_SH_FLAT_FORW,,,-1,
R_3CTPpHTLF69vPqY,Default Response Set,Anonymous,,,69.115.99.73,0,2019-07-04 07:57:00,2019-07-04 08:00:26,0,1,1,monday,,,,,,,,Yes,4,no,the beginning of what he was saying wasn't clear to me the first few times i played the video.,Probably not,13,1,slightly agree,strongly agree,slightly agree,slightly agree,1,slightly disagree,slightly agree,27,male,right-handed,english,,E2_SH_FLAT_FORW,,,-1,
R_blryxwGUqrcbTZT,Default Response Set,Anonymous,,,24.198.72.48,0,2019-07-04 08:00:18,2019-07-04 08:00:41,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,E2_TH_FLAT_BACK,,,-1,
R_27wk6tvmh7E0UPt,Default Response Set,Anonymous,,,75.177.104.109,0,2019-07-04 07:58:25,2019-07-04 08:01:45,0,1,1,,,,,Friday,,,,Yes,2,no,not really,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly agree,strongly disagree,38,female,right-handed,English,,E2_SH_PUSH_FORW,,,-1,
R_1k0vED6RHtJbcsm,Default Response Set,Anonymous,,,172.220.227.49,0,2019-07-04 07:59:31,2019-07-04 08:03:15,0,1,1,,Friday,,,,,,,Yes,1,no,"he talked way too fast, I am not even sure if I heard him correctly, did he say yesterday?? lol!!! ",Probably yes,13,1,slightly disagree,slightly disagree,slightly disagree,slightly disagree,1,slightly agree,slightly disagree,45,female,right-handed,English,,E2_SH_FLAT_BACK,,,-1,
R_3PSwgvkfAdrNv4K,Default Response Set,Anonymous,,,76.185.183.214,0,2019-07-04 08:01:27,2019-07-04 08:03:06,0,1,1,,monday,,,,,,,Yes,2,talking to fast ,,Probably yes,13,1,slightly disagree,slightly disagree,slightly disagree,slightly disagree,1,slightly disagree,slightly agree,38,male,right-handed,english,,E2_SH_FLAT_BACK,,,-1,
R_1Ih3FnJkUDTGqpd,Default Response Set,Anonymous,,,23.95.246.150,0,2019-07-04 08:01:50,2019-07-04 08:04:44,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,E2_TWO_PUSH_BACK,,,-1,
R_3h9eS3iwUngyUoI,Default Response Set,Anonymous,,,68.251.38.141,0,2019-07-04 08:06:49,2019-07-04 08:08:57,0,1,1,,,,,,Monday,,,Yes,2,no,none,Probably yes,13,1,slightly agree,strongly agree,slightly agree,slightly agree,1,strongly agree,slightly disagree,35,male,right-handed,English,,E2_SH_PUSH_BACK,,,-1,
R_2sbsySq7ljolFvj,Default Response Set,Anonymous,,,108.235.207.164,0,2019-07-04 08:19:27,2019-07-04 08:19:47,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,E2_TH_PUSH_FORW,,,-1,
R_vPqTAAisDxZL1ux,Default Response Set,Anonymous,,,104.169.180.99,0,2019-07-04 08:22:00,2019-07-04 08:24:16,0,1,1,,,,,Saturday,,,,Yes,1,No issues,He spoke quickly and talked with his hands.,Definitely yes,13,1,slightly agree,slightly agree,slightly disagree,slightly agree,1,slightly agree,slightly agree,31,female,right-handed,English,,E2_SH_PUSH_FORW,,,-1,
R_1JCTmWkcOS1YyID,Default Response Set,Anonymous,,,24.60.247.22,0,2019-07-04 08:23:56,2019-07-04 08:27:04,0,1,1,,,Friday,,,,,,Yes,1,none,nothing comes to mind,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,strongly agree,1,slightly agree,slightly disagree,53,male,right-handed,english,,E2_TH_FLAT_FORW,,,-1,
R_25zsYPSB4HnyJvK,Default Response Set,Anonymous,,,50.44.115.13,0,2019-07-04 12:39:04,2019-07-04 12:40:36,1,1,1,,,friday,,,,,,Yes,1,it took a long time to load and was a little choppy,,Definitely yes,13,1,strongly agree,strongly agree,strongly agree,strongly agree,1,slightly agree,strongly disagree,31,female,right-handed,English,1,E2_TH_FLAT_FORW,40.469299316406,-88.942398071289,-1,
R_2dWl1q4X7E1lrjt,Default Response Set,Anonymous,,,162.193.23.43,0,2019-07-04 12:38:55,2019-07-04 12:40:54,1,1,1,,,,,,Friday,,,Yes,1,No,No,Probably yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly agree,slightly disagree,28,male,right-handed,English,1,E2_SH_PUSH_BACK,29.700897216797,-95.588500976562,-1,
R_1LUqdqTAMaiqpMz,Default Response Set,Anonymous,,,174.230.143.22,0,2019-07-04 12:39:44,2019-07-04 12:42:09,1,1,1,,,,Monday,,,,,Yes,1,no,,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,strongly agree,strongly disagree,45,female,right-handed,English,1,E2_TH_FLAT_BACK,42.273498535156,-83.158897399902,-1,
R_2RQzBeIjL0uub2c,Default Response Set,Anonymous,,,108.231.77.46,0,2019-07-04 12:39:30,2019-07-04 12:42:21,1,1,1,,,,,,,Saturday,,Yes,3,no,I wished the person would have spoken slower,Probably yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly agree,strongly disagree,33,female,right-handed,english,1,E2_TH_PUSH_FORW,37.892196655273,-122.27290344238,-1,
R_2zOqlBlOqCOIroV,Default Response Set,Anonymous,,,66.44.115.233,0,2019-07-04 12:39:35,2019-07-04 12:42:24,1,1,1,,,,,,Friday,,,Yes,1,no,No,Definitely yes,13,1,slightly agree,slightly disagree,slightly disagree,slightly disagree,1,strongly agree,slightly disagree,36,female,right-handed,English,1,E2_SH_PUSH_BACK,38.952194213867,-77.025299072266,-1,
R_32LUj1l1n6jwD6A,Default Response Set,Anonymous,,,67.163.9.149,0,2019-07-04 12:39:17,2019-07-04 12:43:19,1,1,1,,,,,Saturday,,,,Yes,1,no,The man talked extremely fast. The man put his hand in front of him when he said the meeting was being pushed 2 days ahead. ,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,strongly agree,strongly disagree,45,female,right-handed,English,1,E2_SH_PUSH_FORW,41.879898071289,-87.978202819824,-1,
R_1JQSRKUaNBBASeP,Default Response Set,Anonymous,,,108.28.74.60,0,2019-07-04 12:41:51,2019-07-04 12:43:27,1,1,1,,Friday,,,,,,,Yes,Twice,No issues,He was talking really fast,Definitely yes,13,1,slightly disagree,slightly disagree,slightly disagree,slightly disagree,1,slightly agree,slightly disagree,26,male,right-handed,English,1,E2_SH_FLAT_BACK,38.826293945312,-77.211097717285,-1,
R_doIuhzy4sVEm1rz,Default Response Set,Anonymous,,,63.155.97.63,0,2019-07-04 12:39:17,2019-07-04 12:44:02,1,1,1,,monday,,,,,,,Yes,1,no,"its not clear what ""forward"" means in regards to time. I guess that the meeting was moved forward to an earlier day, meaning monday.",Definitely yes,13,1,strongly agree,strongly agree,strongly agree,strongly agree,1,strongly agree,strongly disagree,36,female,left-handed,english,1,E2_SH_FLAT_BACK,44.01969909668,-123.10079956055,-1,
R_1IuAt9WtrBKK9Zs,Default Response Set,Anonymous,,,67.80.223.190,0,2019-07-04 12:42:51,2019-07-04 12:45:48,1,1,1,,,,,Saturday,,,,Yes,1,no,He talks fast,Might or might not,13,1,slightly agree,slightly agree,slightly agree,strongly agree,1,slightly disagree,slightly agree,21,male,right-handed,"English, Spanish",1,E2_SH_PUSH_FORW,40.664993286133,-73.952301025391,-1,
R_31nnty8v1uUM4pp,Default Response Set,Anonymous,,,141.157.225.222,0,2019-07-04 12:44:55,2019-07-04 12:47:39,1,1,1,,,,friday,,,,,Yes,4,no,he spoke very fast almost hard to comprehend that rate of speech,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly agree,slightly disagree,31,male,right-handed,English,1,E2_TH_FLAT_BACK,40.618606567383,-73.927200317383,-1,
R_DGGH5XrnNUi6gTv,Default Response Set,Anonymous,,,98.20.33.152,0,2019-07-04 12:40:43,2019-07-04 12:50:09,1,1,1,,,Friday,,,,,,Yes,1,No.,He said that next Wednesday's meeting has been moved foreword two days.,Definitely yes,13,1,strongly agree,strongly agree,slightly agree,strongly agree,1,slightly disagree,slightly agree,32,male,right-handed,English,1,E2_TH_FLAT_FORW,31.971298217773,-97.346298217773,-1,
R_1NwzkgKOsCYqSpx,Default Response Set,Anonymous,,,162.196.59.44,0,2019-07-04 12:46:30,2019-07-04 12:50:58,1,1,1,,,Friday,,,,,,Yes,1,It was a bit glitchy.,The man spoke pretty fast and was a bit hard to understand due to speaking fast or some accent.,Definitely yes,13,1,slightly disagree,slightly agree,strongly disagree,slightly disagree,1,slightly disagree,strongly disagree,37,male,left-handed,English and Spanish,1,E2_TH_FLAT_FORW,34.179397583008,-118.43130493164,-1,
R_UWreE8GnLFWe7Nn,Default Response Set,Anonymous,,,70.112.174.247,0,2019-07-04 08:54:07,2019-07-04 08:54:24,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,E2_SH_FLAT_FORW,,,-1,
R_1o7q9YaynifXRPL,Default Response Set,Anonymous,,,47.217.160.81,0,2019-07-04 08:54:18,2019-07-04 08:54:42,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,E2_SH_FLAT_BACK,,,-1,
R_1dmeJSjcVpmeGZk,Default Response Set,Anonymous,,,78.167.114.148,0,2019-07-04 08:54:03,2019-07-04 08:54:38,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,E2_SH_FLAT_FORW,,,-1,
R_22FI6lXCDCrvhbt,Default Response Set,Anonymous,,,42.109.153.69,0,2019-07-04 08:54:42,2019-07-04 08:55:07,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,E2_SH_FLAT_BACK,,,-1,
R_02jUGHf1YWI5MAh,Default Response Set,Anonymous,,,108.190.174.82,0,2019-07-04 12:51:22,2019-07-04 12:55:50,1,1,1,,,,,friday,,,,Yes,2,no,no,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,strongly agree,slightly disagree,30,female,right-handed,English,1,E2_SH_PUSH_FORW,28.113098144531,-81.624099731445,-1,
R_zUVaiZKyjfA501H,Default Response Set,Anonymous,,,23.243.43.96,0,2019-07-04 08:54:34,2019-07-04 08:56:36,0,1,1,,,,,,,saturday,,Yes,3,no,His accent made it difficult to understand and his hand motions were a bit odd.,Probably yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly agree,slightly disagree,25,female,left-handed,english,,E2_TH_PUSH_FORW,,,-1,
R_1jwU4LLH8PV4j7J,Default Response Set,Anonymous,,,138.128.61.99,0,2019-07-04 08:55:25,2019-07-04 08:57:05,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_2t5MIHPqjJT4VhM,Default Response Set,Anonymous,,,47.33.156.20,0,2019-07-04 08:55:57,2019-07-04 08:57:04,0,1,1,,,,Monday,,,,,Yes,1,0,,Definitely yes,13,1,strongly agree,strongly agree,strongly agree,strongly agree,1,strongly agree,slightly disagree,34,male,right-handed,English,,E2_TH_FLAT_BACK,,,-1,
R_2zus4GFXFQRNb0A,Default Response Set,Anonymous,,,98.22.228.126,0,2019-07-04 12:55:04,2019-07-04 12:58:11,1,1,1,,,Friday,,,,,,Yes,2,no.,nice guy,Definitely yes,13,1,slightly agree,slightly agree,strongly agree,slightly agree,1,slightly agree,slightly disagree,23,male,right-handed,English,1,E2_TH_FLAT_FORW,40.921798706055,-77.050498962402,-1,
R_2OPHiMY018dzJBh,Default Response Set,Anonymous,,,24.136.70.131,0,2019-07-04 12:55:09,2019-07-04 12:58:22,1,1,1,,,,,,,two more days,,Yes,3 times,no,He has an English accent.,Probably yes,13,1,slightly agree,slightly agree,slightly disagree,slightly agree,1,slightly disagree,slightly disagree,37,male,right-handed,"english, vietnamese",1,E2_TH_PUSH_FORW,33.707000732422,-117.95190429688,-1,
R_1FrGRJVHGWCKPTm,Default Response Set,Anonymous,,,68.184.168.227,0,2019-07-04 08:55:11,2019-07-04 08:58:47,0,1,1,,,"The meeting is two full days after today, or saturday the 6th. ",,,,,,Yes,Once,No,"I wasn't made aware of what day the meeting is on. Two days from when? Two days from today? That would be Saturday. If not two days from today, then it could be on any day. ",Definitely yes,13,1,strongly agree,strongly agree,strongly agree,strongly agree,1,slightly agree,strongly disagree,23,male,right-handed,English,,E2_TH_FLAT_FORW,,,-1,
R_10rAnmbyQcpynP5,Default Response Set,Anonymous,,,71.72.94.101,0,2019-07-04 08:57:57,2019-07-04 08:59:38,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,E2_TH_FLAT_FORW,,,-1,
R_3j8y9n2pHqZU9iz,Default Response Set,Anonymous,,,174.101.212.155,0,2019-07-04 08:58:43,2019-07-04 09:00:04,0,1,1,,,,Monday,,,,,Yes,2,No,No problems,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,strongly agree,strongly disagree,36,male,right-handed,English,,E2_TH_FLAT_BACK,,,-1,
R_2wLapqyBwPZFSBI,Default Response Set,Anonymous,,,142.196.238.141,0,2019-07-04 08:58:54,2019-07-04 09:00:57,0,1,1,,,,Monday,,,,,Yes,1,No,None,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,strongly agree,slightly disagree,45,male,right-handed,English,,E2_TH_FLAT_BACK,,,-1,
R_3G0RTd2HepC3QEI,Default Response Set,Anonymous,,,173.81.136.48,0,2019-07-04 09:00:12,2019-07-04 09:01:29,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,E2_SH_PUSH_FORW,,,-1,
R_s7FU33QqiRCRk1X,Default Response Set,Anonymous,,,65.49.126.192,0,2019-07-04 08:57:49,2019-07-04 09:01:23,0,1,1,,,,,,Sunday,,,Yes,4,no,Fun study,Definitely yes,13,1,slightly agree,slightly agree,strongly agree,strongly agree,1,strongly agree,slightly disagree,29,female,right-handed,English,,E2_SH_PUSH_BACK,,,-1,
R_3MRp3Vb2ATJtUsj,Default Response Set,Anonymous,,,207.191.102.62,0,2019-07-04 09:00:03,2019-07-04 09:01:30,0,1,1,,Friday,,,,,,,Yes,4,,,Probably yes,13,1,slightly disagree,slightly disagree,slightly disagree,slightly disagree,1,slightly agree,slightly agree,28,male,right-handed,English,,E2_SH_FLAT_BACK,,,-1,
R_zYVK3zQAFV2tLhL,Default Response Set,Anonymous,,,73.252.169.244,0,2019-07-04 12:58:41,2019-07-04 13:02:24,1,1,1,Friday,,,,,,,,Yes,5,,"I started to type what he was saying, but at the end I realized that he was asking a question to be answer, for some reason I thought I was meant to transcribe a small sentence.",Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,strongly disagree,strongly agree,29,male,right-handed,English,1,E2_SH_FLAT_FORW,38.346694946289,-121.95190429688,-1,
R_33eTAbpwNDkJWfG,Default Response Set,Anonymous,,,75.118.235.111,0,2019-07-04 09:00:23,2019-07-04 09:02:32,0,1,1,,,saturday,,,,,,Yes,1,no,no,Definitely yes,13,1,strongly agree,strongly agree,strongly agree,strongly agree,1,slightly agree,slightly disagree,45,male,ambidextrous,english,,E2_TH_FLAT_FORW,,,-1,
R_1JLVYuro53OC0tL,Default Response Set,Anonymous,,,41.80.16.250,0,2019-07-04 08:59:35,2019-07-04 09:02:43,0,1,1,,,,,,,,friday,Yes,once,no,none,Definitely yes,13,1,strongly agree,strongly agree,strongly agree,strongly agree,1,slightly agree,slightly disagree,33,male,left-handed,English,,E2_TWO_PUSH_BACK,,,-1,
R_2fCWjZb0HqIUPQ8,Default Response Set,Anonymous,,,174.26.185.128,0,2019-07-04 13:01:14,2019-07-04 13:03:28,1,1,1,,,,,,Monday,,,Yes,Once,No,His speech was mumbled and it might have been hard to understand if not paying extreme attention.,Probably yes,13,1,slightly agree,slightly agree,slightly agree,strongly agree,1,slightly disagree,slightly agree,25,male,right-handed,English,1,E2_SH_PUSH_BACK,33.466903686523,-111.91510009766,-1,
R_3iqiLqiqZPSn4w0,Default Response Set,Anonymous,,,104.49.250.99,0,2019-07-04 09:01:08,2019-07-04 09:03:17,0,1,1,Friday,,,,,,,,Yes,2,No,Forward 2 days from Wednesday is Friday,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly agree,slightly disagree,36,male,right-handed,English,,E2_SH_FLAT_FORW,,,-1,
R_xFsACtLur0GsaIh,Default Response Set,Anonymous,,,198.0.49.227,0,2019-07-04 09:02:48,2019-07-04 09:04:20,0,1,1,,,,Monday,,,,,Yes,2,0,,Definitely yes,13,1,slightly agree,slightly agree,slightly disagree,slightly disagree,1,slightly agree,slightly agree,33,male,right-handed,English,,E2_TH_FLAT_BACK,,,-1,
R_p6LWPJGgPBlfGYV,Default Response Set,Anonymous,,,66.171.36.77,0,2019-07-04 09:00:32,2019-07-04 09:04:49,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,E2_TH_PUSH_FORW,,,-1,
R_3J7Myv0OqICmiVT,Default Response Set,Anonymous,,,107.204.183.198,0,2019-07-04 09:03:13,2019-07-04 09:06:29,0,1,1,,,Saturday,,,,,,Yes,1,The man's speaking was fast and almost unintelligible ,"Maybe be cant hear very well, or has an accent.",Definitely yes,13,1,slightly agree,slightly disagree,slightly disagree,slightly disagree,1,slightly agree,slightly agree,22,male,right-handed,English,,E2_TH_FLAT_FORW,,,-1,
R_pGllZOofbjFoWUV,Default Response Set,Anonymous,,,155.94.142.156,0,2019-07-04 09:00:22,2019-07-04 09:08:02,0,1,1,,,,,,4,,,Yes,3,No,No,Probably yes,13,1,slightly disagree,slightly agree,slightly disagree,slightly disagree,1,slightly disagree,slightly agree,29,male,right-handed,English,,E2_SH_PUSH_BACK,,,-1,
R_2BfcHbdSCgp4ast,Default Response Set,Anonymous,,,23.108.57.241,0,2019-07-04 09:05:49,2019-07-04 09:08:47,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,E2_TWO_PUSH_BACK,,,-1,
R_3IWvJmNt4nfL47a,Default Response Set,Anonymous,,,72.197.242.48,0,2019-07-04 09:07:33,2019-07-04 09:11:24,0,1,1,,,,,,Monday,,,Yes,Once.,No,I don't think the gesture matched what he said.,Probably yes,13,1,slightly agree,slightly agree,slightly disagree,slightly disagree,1,slightly agree,slightly disagree,28,male,right-handed,English,,E2_SH_PUSH_BACK,,,-1,
R_3JIVOtin7Sk7Aeu,Default Response Set,Anonymous,,,73.0.80.121,0,2019-07-04 09:05:07,2019-07-04 09:12:11,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,E2_TH_FLAT_BACK,,,-1,
